college_name,district,tier,branch,category,cutoff,fees,placement_rate
Ganesh College of Engineering,Salem,Tier 3,MECH,BC,154.0,60221,40
Ganesh College of Engineering,Salem,Tier 3,CIVIL,BC,151.0,57939,40
Ganesh College of Engineering,Salem,Tier 3,AI & DS,BC,159.0,63901,51
Ganesh College of Engineering,Salem,Tier 3,AI & ML,BC,159.0,64365,50
Global Institute of Engineering and Technology,Namakkal,Tier 3,CSE,BC,163.5,84531,56
Global Institute of Engineering and Technology,Namakkal,Tier 3,IT,BC,162.0,83728,56
Global Institute of Engineering and Technology,Namakkal,Tier 3,ECE,BC,160.5,84618,51
Global Institute of Engineering and Technology,Namakkal,Tier 3,EEE,BC,159.0,82770,49
Global Institute of Engineering and Technology,Namakkal,Tier 3,MECH,BC,155.5,80692,43
Global Institute of Engineering and Technology,Namakkal,Tier 3,CIVIL,BC,155.5,82350,41
Global Institute of Engineering and Technology,Namakkal,Tier 3,AI & DS,BC,163.0,86892,56
Global Institute of Engineering and Technology,Namakkal,Tier 3,AI & ML,BC,162.5,86890,55
Gnanamani College of Technology,Karur,Tier 2,CSE,BC,182.5,102981,71
Gnanamani College of Technology,Karur,Tier 2,IT,BC,180.5,103150,69
Gnanamani College of Technology,Karur,Tier 2,ECE,BC,179.0,104322,65
Gnanamani College of Technology,Karur,Tier 2,EEE,BC,177.0,101232,60
Gnanamani College of Technology,Karur,Tier 2,MECH,BC,174.5,101682,60
Gnanamani College of Technology,Karur,Tier 2,CIVIL,BC,176.0,100357,54
Gnanamani College of Technology,Karur,Tier 2,AI & DS,BC,182.0,105079,69
Gnanamani College of Technology,Karur,Tier 2,AI & ML,BC,181.5,104926,68
Gojan School of Business and Technology,Tiruvallur,Tier 3,CSE,BC,156.0,66800,60
Gojan School of Business and Technology,Tiruvallur,Tier 3,IT,BC,154.5,66277,59
Gojan School of Business and Technology,Tiruvallur,Tier 3,ECE,BC,153.5,65773,55
Gojan School of Business and Technology,Tiruvallur,Tier 3,EEE,BC,151.0,66233,53
Gojan School of Business and Technology,Tiruvallur,Tier 3,MECH,BC,148.5,63377,47
Gojan School of Business and Technology,Tiruvallur,Tier 3,CIVIL,BC,147.0,63920,47
Gojan School of Business and Technology,Tiruvallur,Tier 3,AI & DS,BC,154.5,67448,58
Gojan School of Business and Technology,Tiruvallur,Tier 3,AI & ML,BC,155.0,68674,57
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,CSE,BC,167.0,69823,66
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,IT,BC,165.5,69830,65
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,ECE,BC,165.0,69967,60
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,EEE,BC,163.0,68485,58
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,MECH,BC,159.5,67647,56
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,CIVIL,BC,159.5,66321,53
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,AI & DS,BC,166.5,72036,64
Good Shepherd College of Engineering & Technology,Tirunelveli,Tier 3,AI & ML,BC,166.0,71478,63
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,CSE,BC,185.0,115081,78
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,IT,BC,183.5,116361,77
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,ECE,BC,181.0,114195,71
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,EEE,BC,179.5,115321,69
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,MECH,BC,178.0,112435,65
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,CIVIL,BC,176.0,111953,60
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,AI & DS,BC,184.0,117377,77
Government College of Engineering - Dharmapuri,Dharmapuri,Tier 2,AI & ML,BC,184.0,117435,76
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,CSE,BC,180.0,94235,74
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,IT,BC,178.5,94928,74
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,ECE,BC,176.5,93773,70
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,EEE,BC,175.5,94320,64
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,MECH,BC,173.0,91695,64
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,CIVIL,BC,171.0,90337,60
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,AI & DS,BC,178.5,95426,73
Government College of Engineering - Tirunelveli,Tirunelveli,Tier 2,AI & ML,BC,179.0,95321,72
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,CSE,BC,189.0,80203,78
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,IT,BC,187.0,80454,78
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,ECE,BC,187.0,81006,71
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,EEE,BC,185.0,81276,69
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,MECH,BC,182.0,77915,67
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,CIVIL,BC,179.5,79373,60
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,AI & DS,BC,188.5,81845,77
Government College of Engineering Bargur (Autonomous),Krishnagiri,Tier 2,AI & ML,BC,188.0,81995,75
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,CSE,BC,188.5,81012,82
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,IT,BC,187.0,82603,81
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,ECE,BC,185.5,81825,74
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,EEE,BC,183.5,81315,73
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,MECH,BC,181.5,78722,68
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,CIVIL,BC,181.0,78927,66
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,AI & DS,BC,188.0,82400,81
"Government College of Engineering, Bodiyanayakkanur",Madurai,Tier 2,AI & ML,BC,187.5,83900,80
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,CSE,BC,178.5,82756,83
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,IT,BC,177.0,82235,83
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,ECE,BC,175.5,82210,77
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,EEE,BC,174.0,82091,75
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,MECH,BC,173.0,80240,68
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,CIVIL,BC,170.0,78816,66
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,AI & DS,BC,177.5,83390,83
"Government College of Engineering, Erode (formerly Institute of Road and Transport Technology)",Erode,Tier 2,AI & ML,BC,177.5,83785,82
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,CSE,BC,182.0,90595,68
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,IT,BC,180.5,89891,67
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,ECE,BC,180.0,89231,63
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,EEE,BC,177.5,90373,61
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,MECH,BC,176.0,88510,58
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,CIVIL,BC,176.0,86454,56
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,AI & DS,BC,181.5,91666,66
"Government College of Engineering, Salem (Autonomous)",Salem,Tier 2,AI & ML,BC,181.0,92808,66
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,CSE,BC,188.5,104838,74
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,IT,BC,187.0,102974,72
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,ECE,BC,186.0,102478,68
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,EEE,BC,182.5,103352,67
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,MECH,BC,180.5,102659,62
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,CIVIL,BC,180.5,101212,57
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,AI & DS,BC,187.5,106415,73
Government College of Engineering-Srirangam,Tiruchirappalli,Tier 2,AI & ML,BC,188.0,105951,71
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,CSE,BC,182.5,99728,77
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,IT,BC,181.5,98871,76
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,ECE,BC,180.0,100250,69
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,EEE,BC,178.0,99010,69
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,MECH,BC,175.5,96567,67
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,CIVIL,BC,174.0,96455,59
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,AI & DS,BC,182.0,100058,75
Government College of Engineering-Thanjavur,Thanjavur,Tier 2,AI & ML,BC,181.0,100599,74
Government College of Technology,Coimbatore,Tier 1,CSE,BC,197.0,123805,93
Government College of Technology,Coimbatore,Tier 1,IT,BC,195.0,123740,93
Government College of Technology,Coimbatore,Tier 1,ECE,BC,193.5,122376,87
Government College of Technology,Coimbatore,Tier 1,EEE,BC,191.5,121267,86
Government College of Technology,Coimbatore,Tier 1,MECH,BC,189.5,121002,78
Government College of Technology,Coimbatore,Tier 1,CIVIL,BC,189.5,118933,77
Government College of Technology,Coimbatore,Tier 1,AI & DS,BC,196.5,123941,92
Government College of Technology,Coimbatore,Tier 1,AI & ML,BC,196.0,124014,91
Grace College of Engineering,Madurai,Tier 3,CSE,BC,169.5,71661,56
Grace College of Engineering,Madurai,Tier 3,IT,BC,168.5,71067,54
Grace College of Engineering,Madurai,Tier 3,ECE,BC,166.0,70599,51
Grace College of Engineering,Madurai,Tier 3,EEE,BC,164.5,69432,45
Grace College of Engineering,Madurai,Tier 3,MECH,BC,164.0,70396,41
Grace College of Engineering,Madurai,Tier 3,CIVIL,BC,162.5,67249,40
Grace College of Engineering,Madurai,Tier 3,AI & DS,BC,169.0,72331,54
Grace College of Engineering,Madurai,Tier 3,AI & ML,BC,168.5,73976,55
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,CSE,BC,184.5,84958,70
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,IT,BC,183.0,84659,69
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,ECE,BC,181.5,85727,62
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,EEE,BC,178.5,83864,60
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,MECH,BC,178.0,84152,56
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,CIVIL,BC,178.5,83525,55
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,AI & DS,BC,183.5,87321,68
Hindusthan College of Engineering and Technology (Autonomous),Coimbatore,Tier 2,AI & ML,BC,183.5,86918,68
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,CSE,BC,183.5,114192,83
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,IT,BC,182.0,113865,81
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,ECE,BC,181.0,114273,78
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,EEE,BC,179.0,112876,74
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,MECH,BC,178.0,111438,72
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,CIVIL,BC,175.5,110127,65
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,AI & DS,BC,182.5,116195,81
Hindusthan Institute of Technology (Autonomous),Coimbatore,Tier 2,AI & ML,BC,183.0,116052,82
Holy Cross Engineering College,Madurai,Tier 3,CSE,BC,154.0,84842,51
Holy Cross Engineering College,Madurai,Tier 3,IT,BC,152.5,84427,49
Holy Cross Engineering College,Madurai,Tier 3,ECE,BC,151.0,83741,45
Holy Cross Engineering College,Madurai,Tier 3,EEE,BC,149.5,83851,40
Holy Cross Engineering College,Madurai,Tier 3,MECH,BC,148.5,81937,40
Holy Cross Engineering College,Madurai,Tier 3,CIVIL,BC,147.0,83129,40
Holy Cross Engineering College,Madurai,Tier 3,AI & DS,BC,152.5,85485,49
Holy Cross Engineering College,Madurai,Tier 3,AI & ML,BC,153.0,86216,49
Idhaya Engineering College for Women,Salem,Tier 3,CSE,BC,164.5,86107,50
Idhaya Engineering College for Women,Salem,Tier 3,IT,BC,163.0,84532,49
Idhaya Engineering College for Women,Salem,Tier 3,ECE,BC,162.0,85496,43
Idhaya Engineering College for Women,Salem,Tier 3,EEE,BC,160.0,83051,40
Idhaya Engineering College for Women,Salem,Tier 3,MECH,BC,158.0,83375,40
Idhaya Engineering College for Women,Salem,Tier 3,CIVIL,BC,155.5,81683,40
Idhaya Engineering College for Women,Salem,Tier 3,AI & DS,BC,164.0,86867,49
Idhaya Engineering College for Women,Salem,Tier 3,AI & ML,BC,163.0,87022,47
IFET College of Engineering(Autonomous),Villupuram,Tier 2,CSE,BC,184.5,116901,78
IFET College of Engineering(Autonomous),Villupuram,Tier 2,IT,BC,182.5,118235,76
IFET College of Engineering(Autonomous),Villupuram,Tier 2,ECE,BC,182.0,118066,73
IFET College of Engineering(Autonomous),Villupuram,Tier 2,EEE,BC,179.0,116045,70
IFET College of Engineering(Autonomous),Villupuram,Tier 2,MECH,BC,179.5,116217,64
IFET College of Engineering(Autonomous),Villupuram,Tier 2,CIVIL,BC,178.5,114764,60
IFET College of Engineering(Autonomous),Villupuram,Tier 2,AI & DS,BC,183.5,118295,78
IFET College of Engineering(Autonomous),Villupuram,Tier 2,AI & ML,BC,183.5,118090,76
Imayam College of Engineering,Karur,Tier 3,CSE,BC,165.5,61983,51
Imayam College of Engineering,Karur,Tier 3,IT,BC,164.0,61834,50
Imayam College of Engineering,Karur,Tier 3,ECE,BC,161.5,62328,47
Imayam College of Engineering,Karur,Tier 3,EEE,BC,159.5,61236,41
Imayam College of Engineering,Karur,Tier 3,MECH,BC,158.5,59548,40
Imayam College of Engineering,Karur,Tier 3,CIVIL,BC,159.5,58731,40
Imayam College of Engineering,Karur,Tier 3,AI & DS,BC,164.5,63792,51
Imayam College of Engineering,Karur,Tier 3,AI & ML,BC,165.0,63012,49
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,CSE,BC,159.0,61939,57
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,IT,BC,158.0,61539,56
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,ECE,BC,155.5,59929,53
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,EEE,BC,153.5,59691,48
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,MECH,BC,153.0,59080,43
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,CIVIL,BC,149.0,59756,43
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,AI & DS,BC,158.5,63264,56
Immanuel Arasar J J College of Engineering,Tirunelveli,Tier 3,AI & ML,BC,157.5,63864,54
Indian Institute of Handloom Technology,Salem,Tier 3,CSE,BC,167.0,68314,50
Indian Institute of Handloom Technology,Salem,Tier 3,IT,BC,165.5,69372,50
Indian Institute of Handloom Technology,Salem,Tier 3,ECE,BC,164.0,69554,45
Indian Institute of Handloom Technology,Salem,Tier 3,EEE,BC,162.0,67888,43
Indian Institute of Handloom Technology,Salem,Tier 3,MECH,BC,161.5,68199,40
Indian Institute of Handloom Technology,Salem,Tier 3,CIVIL,BC,160.5,64382,40
Indian Institute of Handloom Technology,Salem,Tier 3,AI & DS,BC,165.5,70694,50
Indian Institute of Handloom Technology,Salem,Tier 3,AI & ML,BC,166.0,70814,49
Indira Institute of Engineering and Technology,Vellore,Tier 3,CSE,BC,160.5,75692,50
Indira Institute of Engineering and Technology,Vellore,Tier 3,IT,BC,159.5,76643,50
Indira Institute of Engineering and Technology,Vellore,Tier 3,ECE,BC,158.0,76027,43
Indira Institute of Engineering and Technology,Vellore,Tier 3,EEE,BC,154.5,74839,43
Indira Institute of Engineering and Technology,Vellore,Tier 3,MECH,BC,153.5,74460,40
Indira Institute of Engineering and Technology,Vellore,Tier 3,CIVIL,BC,153.5,73666,40
Indira Institute of Engineering and Technology,Vellore,Tier 3,AI & DS,BC,159.5,76682,48
Indira Institute of Engineering and Technology,Vellore,Tier 3,AI & ML,BC,159.5,77749,48
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,CSE,BC,154.5,73119,54
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,IT,BC,153.0,73568,52
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,ECE,BC,152.5,71378,47
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,EEE,BC,149.5,72796,43
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,MECH,BC,149.0,71539,42
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,CIVIL,BC,148.0,69208,40
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,AI & DS,BC,153.5,73659,53
Indra Ganesan College of Engineering,Tiruchirappalli,Tier 3,AI & ML,BC,153.0,73401,51
Infant Jesus College of Engineering,Madurai,Tier 3,CSE,BC,173.0,70688,52
Infant Jesus College of Engineering,Madurai,Tier 3,IT,BC,172.0,71270,50
Infant Jesus College of Engineering,Madurai,Tier 3,ECE,BC,170.5,69706,47
Infant Jesus College of Engineering,Madurai,Tier 3,EEE,BC,168.0,70603,41
Infant Jesus College of Engineering,Madurai,Tier 3,MECH,BC,165.0,68061,40
Infant Jesus College of Engineering,Madurai,Tier 3,CIVIL,BC,165.0,68718,40
Infant Jesus College of Engineering,Madurai,Tier 3,AI & DS,BC,171.5,73690,52
Infant Jesus College of Engineering,Madurai,Tier 3,AI & ML,BC,171.5,72694,49
INFO Institute of Engineering,Coimbatore,Tier 3,CSE,BC,157.0,69017,57
INFO Institute of Engineering,Coimbatore,Tier 3,IT,BC,155.5,68937,55
INFO Institute of Engineering,Coimbatore,Tier 3,ECE,BC,155.0,68904,52
INFO Institute of Engineering,Coimbatore,Tier 3,EEE,BC,152.0,65732,50
INFO Institute of Engineering,Coimbatore,Tier 3,MECH,BC,150.5,65392,43
INFO Institute of Engineering,Coimbatore,Tier 3,CIVIL,BC,149.0,65212,40
INFO Institute of Engineering,Coimbatore,Tier 3,AI & DS,BC,156.0,68872,57
INFO Institute of Engineering,Coimbatore,Tier 3,AI & ML,BC,156.5,70252,55
J C T College of Engineering and Technology,Coimbatore,Tier 3,CSE,BC,163.5,61741,61
J C T College of Engineering and Technology,Coimbatore,Tier 3,IT,BC,162.0,60725,61
J C T College of Engineering and Technology,Coimbatore,Tier 3,ECE,BC,161.0,60439,56
J C T College of Engineering and Technology,Coimbatore,Tier 3,EEE,BC,158.5,60211,54
J C T College of Engineering and Technology,Coimbatore,Tier 3,MECH,BC,158.0,58989,47
J C T College of Engineering and Technology,Coimbatore,Tier 3,CIVIL,BC,157.0,59435,45
J C T College of Engineering and Technology,Coimbatore,Tier 3,AI & DS,BC,162.0,63514,59
J C T College of Engineering and Technology,Coimbatore,Tier 3,AI & ML,BC,162.5,63523,60
J K K Munirajah College of Technology,Erode,Tier 2,CSE,BC,189.5,106138,73
J K K Munirajah College of Technology,Erode,Tier 2,IT,BC,188.0,105144,72
J K K Munirajah College of Technology,Erode,Tier 2,ECE,BC,187.0,105960,67
J K K Munirajah College of Technology,Erode,Tier 2,EEE,BC,185.0,105195,65
J K K Munirajah College of Technology,Erode,Tier 2,MECH,BC,184.0,102434,60
J K K Munirajah College of Technology,Erode,Tier 2,CIVIL,BC,180.5,103478,56
J K K Munirajah College of Technology,Erode,Tier 2,AI & DS,BC,189.0,107467,71
J K K Munirajah College of Technology,Erode,Tier 2,AI & ML,BC,188.5,106964,71
J N N Institute of Engineering,Tiruvallur,Tier 3,CSE,BC,173.0,67892,50
J N N Institute of Engineering,Tiruvallur,Tier 3,IT,BC,172.0,68774,50
J N N Institute of Engineering,Tiruvallur,Tier 3,ECE,BC,169.5,68084,42
J N N Institute of Engineering,Tiruvallur,Tier 3,EEE,BC,167.5,67152,43
J N N Institute of Engineering,Tiruvallur,Tier 3,MECH,BC,165.0,65494,40
J N N Institute of Engineering,Tiruvallur,Tier 3,CIVIL,BC,163.0,66578,40
J N N Institute of Engineering,Tiruvallur,Tier 3,AI & DS,BC,172.0,69924,48
J N N Institute of Engineering,Tiruvallur,Tier 3,AI & ML,BC,172.5,70590,47
J P College of Engineering,Tirunelveli,Tier 3,CSE,BC,165.0,64702,64
J P College of Engineering,Tirunelveli,Tier 3,IT,BC,163.0,65054,62
J P College of Engineering,Tirunelveli,Tier 3,ECE,BC,163.0,63571,59
J P College of Engineering,Tirunelveli,Tier 3,EEE,BC,161.0,63495,55
J P College of Engineering,Tirunelveli,Tier 3,MECH,BC,160.0,61683,49
J P College of Engineering,Tirunelveli,Tier 3,CIVIL,BC,159.0,60830,51
J P College of Engineering,Tirunelveli,Tier 3,AI & DS,BC,164.0,65583,62
J P College of Engineering,Tirunelveli,Tier 3,AI & ML,BC,164.0,65457,61
J.J. College of Engineering and Technology,Karur,Tier 3,CSE,BC,164.5,54776,54
J.J. College of Engineering and Technology,Karur,Tier 3,IT,BC,162.5,55367,52
J.J. College of Engineering and Technology,Karur,Tier 3,ECE,BC,161.0,54743,49
J.J. College of Engineering and Technology,Karur,Tier 3,EEE,BC,159.0,53488,44
J.J. College of Engineering and Technology,Karur,Tier 3,MECH,BC,157.0,52142,42
J.J. College of Engineering and Technology,Karur,Tier 3,CIVIL,BC,156.5,51067,40
J.J. College of Engineering and Technology,Karur,Tier 3,AI & DS,BC,163.5,57403,54
J.J. College of Engineering and Technology,Karur,Tier 3,AI & ML,BC,163.5,57280,53
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,CSE,BC,164.0,50312,61
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,IT,BC,163.0,50923,61
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,ECE,BC,160.5,50932,54
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,EEE,BC,159.0,50000,51
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,MECH,BC,158.5,50000,47
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,CIVIL,BC,155.0,50000,44
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,AI & DS,BC,163.5,51691,61
J.K.K. Nataraja College of Engineering and Technology,Karur,Tier 3,AI & ML,BC,163.0,50675,59
Jai Shriram Engineering College,Erode,Tier 3,CSE,BC,167.5,84743,54
Jai Shriram Engineering College,Erode,Tier 3,IT,BC,165.5,84828,54
Jai Shriram Engineering College,Erode,Tier 3,ECE,BC,165.0,83673,50
Jai Shriram Engineering College,Erode,Tier 3,EEE,BC,163.0,85751,44
Jai Shriram Engineering College,Erode,Tier 3,MECH,BC,160.0,82588,40
Jai Shriram Engineering College,Erode,Tier 3,CIVIL,BC,159.0,81497,41
Jai Shriram Engineering College,Erode,Tier 3,AI & DS,BC,166.0,86932,52
Jai Shriram Engineering College,Erode,Tier 3,AI & ML,BC,166.0,86036,53
Jainee College of Engineering and Technology,Madurai,Tier 3,CSE,BC,150.5,54974,56
Jainee College of Engineering and Technology,Madurai,Tier 3,IT,BC,149.5,54466,56
Jainee College of Engineering and Technology,Madurai,Tier 3,ECE,BC,147.0,54760,52
Jainee College of Engineering and Technology,Madurai,Tier 3,EEE,BC,145.0,51561,46
Jainee College of Engineering and Technology,Madurai,Tier 3,MECH,BC,144.0,52136,41
Jainee College of Engineering and Technology,Madurai,Tier 3,CIVIL,BC,140.5,50836,43
Jainee College of Engineering and Technology,Madurai,Tier 3,AI & DS,BC,149.5,55920,55
Jainee College of Engineering and Technology,Madurai,Tier 3,AI & ML,BC,150.0,55870,55
Jairupaa College of Engineering,Erode,Tier 3,CSE,BC,161.0,81617,50
Jairupaa College of Engineering,Erode,Tier 3,IT,BC,159.5,80755,48
Jairupaa College of Engineering,Erode,Tier 3,ECE,BC,159.0,81375,42
Jairupaa College of Engineering,Erode,Tier 3,EEE,BC,156.0,80828,43
Jairupaa College of Engineering,Erode,Tier 3,MECH,BC,154.0,79778,40
Jairupaa College of Engineering,Erode,Tier 3,CIVIL,BC,151.5,78308,40
Jairupaa College of Engineering,Erode,Tier 3,AI & DS,BC,160.5,82528,48
Jairupaa College of Engineering,Erode,Tier 3,AI & ML,BC,160.0,82016,48
Jansons Institute of Technology,Coimbatore,Tier 2,CSE,BC,183.0,118124,68
Jansons Institute of Technology,Coimbatore,Tier 2,IT,BC,181.0,117490,66
Jansons Institute of Technology,Coimbatore,Tier 2,ECE,BC,181.0,117133,61
Jansons Institute of Technology,Coimbatore,Tier 2,EEE,BC,178.0,117929,57
Jansons Institute of Technology,Coimbatore,Tier 2,MECH,BC,176.0,113954,57
Jansons Institute of Technology,Coimbatore,Tier 2,CIVIL,BC,175.5,114166,54
Jansons Institute of Technology,Coimbatore,Tier 2,AI & DS,BC,181.5,119025,66
Jansons Institute of Technology,Coimbatore,Tier 2,AI & ML,BC,181.5,120111,65
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,CSE,BC,169.0,70919,50
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,IT,BC,167.0,70934,50
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,ECE,BC,165.5,70699,45
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,EEE,BC,163.0,70422,41
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,MECH,BC,162.5,68794,40
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,CIVIL,BC,161.5,66403,40
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,AI & DS,BC,168.0,71355,48
Jaya College of Engineering and Technology,Tiruvallur,Tier 3,AI & ML,BC,168.0,72640,48
Jaya Engineering College,Tiruvallur,Tier 3,CSE,BC,157.5,54293,61
Jaya Engineering College,Tiruvallur,Tier 3,IT,BC,156.5,53826,59
Jaya Engineering College,Tiruvallur,Tier 3,ECE,BC,154.5,52687,57
Jaya Engineering College,Tiruvallur,Tier 3,EEE,BC,152.0,51993,53
Jaya Engineering College,Tiruvallur,Tier 3,MECH,BC,152.0,51587,46
Jaya Engineering College,Tiruvallur,Tier 3,CIVIL,BC,148.5,50613,47
Jaya Engineering College,Tiruvallur,Tier 3,AI & DS,BC,156.5,55930,60
Jaya Engineering College,Tiruvallur,Tier 3,AI & ML,BC,156.5,54925,60
Jaya Institute of Technology,Tiruvallur,Tier 2,CSE,BC,183.5,114214,76
Jaya Institute of Technology,Tiruvallur,Tier 2,IT,BC,182.0,113113,76
Jaya Institute of Technology,Tiruvallur,Tier 2,ECE,BC,180.5,113612,72
Jaya Institute of Technology,Tiruvallur,Tier 2,EEE,BC,179.5,113766,66
Jaya Institute of Technology,Tiruvallur,Tier 2,MECH,BC,176.5,111041,63
Jaya Institute of Technology,Tiruvallur,Tier 2,CIVIL,BC,177.0,111151,59
Jaya Institute of Technology,Tiruvallur,Tier 2,AI & DS,BC,183.0,115340,76
Jaya Institute of Technology,Tiruvallur,Tier 2,AI & ML,BC,182.5,115567,73
