college_name,district,tier,branch,category,cutoff,fees,placement_rate
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,EEE,BCM,147.4,50114,47
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,EEE,MBC,145.4,50114,47
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,EEE,SC,140.0,50114,47
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,EEE,ST,138.6,50114,47
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,OC,150.4,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,BC,147.5,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,BCM,146.6,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,MBC,144.8,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,SC,140.8,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,MECH,ST,135.2,50000,45
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,OC,149.0,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,BC,147.0,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,BCM,146.0,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,MBC,144.7,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,SC,137.9,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,CIVIL,ST,133.0,50000,44
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,OC,154.5,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,BC,152.5,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,BCM,151.8,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,MBC,148.6,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,SC,142.8,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & DS,ST,143.1,52484,56
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,OC,155.5,51965,54
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,BC,152.5,51965,54
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,BCM,151.8,51965,54
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,MBC,149.3,51965,54
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,SC,146.0,51965,54
Central Institute of Petrochemicals Engineering and Technology,Chennai,Tier 3,AI & ML,ST,139.6,51965,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,OC,175.9,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,BC,174.0,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,BCM,173.3,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,MBC,171.8,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,SC,167.1,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CSE,ST,160.3,51402,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,OC,175.3,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,BC,173.0,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,BCM,172.2,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,MBC,169.9,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,SC,165.0,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,IT,ST,161.2,50465,55
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,OC,174.4,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,BC,171.5,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,BCM,170.8,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,MBC,168.9,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,SC,164.2,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,ECE,ST,158.5,50000,51
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,OC,171.5,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,BC,169.0,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,BCM,168.3,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,MBC,166.0,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,SC,159.9,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,EEE,ST,155.4,50000,46
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,OC,171.0,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,BC,168.5,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,BCM,167.6,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,MBC,164.9,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,SC,162.3,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,MECH,ST,155.9,50000,45
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,OC,169.1,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,BC,167.5,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,BCM,166.8,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,MBC,164.5,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,SC,157.5,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,CIVIL,ST,156.1,50000,42
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,OC,175.9,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,BC,173.0,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,BCM,172.1,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,MBC,170.3,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,SC,164.5,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & DS,ST,161.2,53166,56
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,OC,175.8,52146,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,BC,173.0,52146,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,BCM,172.5,52146,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,MBC,169.5,52146,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,SC,165.3,52146,54
Chendhuran College of Engineering and Technology,Tiruchirappalli,Tier 3,AI & ML,ST,160.5,52146,54
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,OC,164.5,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,BC,162.0,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,BCM,161.5,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,MBC,158.0,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,SC,155.2,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,CSE,ST,149.5,72269,50
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,OC,163.0,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,BC,160.5,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,BCM,159.5,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,MBC,157.6,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,SC,153.5,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,IT,ST,147.2,72462,48
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,OC,160.0,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,BC,158.5,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,BCM,157.7,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,MBC,155.3,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,SC,152.2,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,ECE,ST,146.9,71514,42
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,OC,159.9,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,BC,157.5,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,BCM,156.6,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,MBC,154.3,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,SC,150.3,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,EEE,ST,146.8,70939,41
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,OC,156.8,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,BC,154.5,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,BCM,153.9,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,MBC,151.7,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,SC,147.8,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,MECH,ST,146.3,69684,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,OC,157.4,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,BC,154.5,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,BCM,153.9,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,MBC,151.9,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,SC,148.9,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,CIVIL,ST,139.9,69264,40
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,OC,163.2,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,BC,161.0,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,BCM,160.3,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,MBC,158.1,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,SC,155.0,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & DS,ST,149.6,72938,50
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,OC,163.0,73913,47
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,BC,160.5,73913,47
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,BCM,159.6,73913,47
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,MBC,158.3,73913,47
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,SC,153.9,73913,47
Chendu College of Engineering and Technology,Chennai,Tier 3,AI & ML,ST,150.4,73913,47
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,OC,182.3,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,BC,179.5,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,BCM,178.9,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,MBC,175.5,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,SC,171.3,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CSE,ST,166.8,88335,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,OC,179.9,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,BC,178.0,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,BCM,177.2,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,MBC,174.1,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,SC,172.1,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,IT,ST,168.9,87975,83
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,OC,178.3,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,BC,176.5,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,BCM,175.7,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,MBC,173.6,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,SC,169.5,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,ECE,ST,167.2,87485,77
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,OC,175.5,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,BC,174.0,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,BCM,173.2,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,MBC,171.2,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,SC,165.9,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,EEE,ST,164.6,86540,76
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,OC,176.6,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,BC,174.0,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,BCM,173.1,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,MBC,171.9,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,SC,168.0,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,MECH,ST,160.7,85010,71
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,OC,175.2,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,BC,173.5,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,BCM,172.8,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,MBC,170.6,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,SC,164.1,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,CIVIL,ST,164.2,83210,67
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,OC,179.9,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,BC,178.0,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,BCM,177.2,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,MBC,174.8,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,SC,168.7,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & DS,ST,166.3,89472,82
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,OC,180.9,90434,80
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,BC,178.5,90434,80
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,BCM,177.6,90434,80
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,MBC,175.3,90434,80
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,SC,170.6,90434,80
Chennai Institute of Technology (Autonomous),Chennai,Tier 2,AI & ML,ST,168.1,90434,80
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,OC,188.7,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,BC,186.0,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,BCM,185.2,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,MBC,183.8,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,SC,177.5,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CSE,ST,175.9,96310,68
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,OC,186.2,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,BC,184.5,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,BCM,183.9,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,MBC,181.1,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,SC,178.9,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,IT,ST,174.4,96906,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,OC,184.3,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,BC,182.0,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,BCM,181.3,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,MBC,179.6,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,SC,174.9,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,ECE,ST,173.0,95604,62
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,OC,184.0,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,BC,181.5,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,BCM,180.5,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,MBC,178.4,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,SC,173.0,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,EEE,ST,169.0,95207,61
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,OC,181.7,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,BC,179.5,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,BCM,178.8,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,MBC,177.4,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,SC,173.8,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,MECH,ST,169.3,94696,53
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,OC,180.5,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,BC,178.5,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,BCM,177.6,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,MBC,174.6,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,SC,173.5,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,CIVIL,ST,169.5,94142,51
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,OC,187.3,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,BC,185.0,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,BCM,184.3,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,MBC,181.3,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,SC,177.5,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & DS,ST,172.2,97918,66
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,OC,187.2,98125,65
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,BC,185.0,98125,65
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,BCM,184.1,98125,65
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,MBC,182.4,98125,65
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,SC,179.6,98125,65
Chennai Institute of Technology and Applied Research,Chennai,Tier 2,AI & ML,ST,176.8,98125,65
Cherraan College of Technology,Erode,Tier 2,CSE,OC,189.4,117270,70
Cherraan College of Technology,Erode,Tier 2,CSE,BC,187.5,117270,70
Cherraan College of Technology,Erode,Tier 2,CSE,BCM,186.8,117270,70
Cherraan College of Technology,Erode,Tier 2,CSE,MBC,184.0,117270,70
Cherraan College of Technology,Erode,Tier 2,CSE,SC,179.8,117270,70
Cherraan College of Technology,Erode,Tier 2,CSE,ST,178.3,117270,70
Cherraan College of Technology,Erode,Tier 2,IT,OC,188.6,119009,68
Cherraan College of Technology,Erode,Tier 2,IT,BC,186.0,119009,68
Cherraan College of Technology,Erode,Tier 2,IT,BCM,185.4,119009,68
Cherraan College of Technology,Erode,Tier 2,IT,MBC,182.4,119009,68
Cherraan College of Technology,Erode,Tier 2,IT,SC,178.3,119009,68
Cherraan College of Technology,Erode,Tier 2,IT,ST,177.2,119009,68
Cherraan College of Technology,Erode,Tier 2,ECE,OC,187.2,116493,65
Cherraan College of Technology,Erode,Tier 2,ECE,BC,184.5,116493,65
Cherraan College of Technology,Erode,Tier 2,ECE,BCM,184.0,116493,65
Cherraan College of Technology,Erode,Tier 2,ECE,MBC,181.1,116493,65
Cherraan College of Technology,Erode,Tier 2,ECE,SC,177.7,116493,65
Cherraan College of Technology,Erode,Tier 2,ECE,ST,170.7,116493,65
Cherraan College of Technology,Erode,Tier 2,EEE,OC,184.8,117000,61
Cherraan College of Technology,Erode,Tier 2,EEE,BC,182.5,117000,61
Cherraan College of Technology,Erode,Tier 2,EEE,BCM,181.6,117000,61
Cherraan College of Technology,Erode,Tier 2,EEE,MBC,179.0,117000,61
Cherraan College of Technology,Erode,Tier 2,EEE,SC,172.6,117000,61
Cherraan College of Technology,Erode,Tier 2,EEE,ST,173.8,117000,61
Cherraan College of Technology,Erode,Tier 2,MECH,OC,183.4,116559,57
Cherraan College of Technology,Erode,Tier 2,MECH,BC,181.5,116559,57
Cherraan College of Technology,Erode,Tier 2,MECH,BCM,180.8,116559,57
Cherraan College of Technology,Erode,Tier 2,MECH,MBC,177.9,116559,57
Cherraan College of Technology,Erode,Tier 2,MECH,SC,171.5,116559,57
Cherraan College of Technology,Erode,Tier 2,MECH,ST,170.4,116559,57
Cherraan College of Technology,Erode,Tier 2,CIVIL,OC,182.2,114080,52
Cherraan College of Technology,Erode,Tier 2,CIVIL,BC,180.0,114080,52
Cherraan College of Technology,Erode,Tier 2,CIVIL,BCM,179.4,114080,52
Cherraan College of Technology,Erode,Tier 2,CIVIL,MBC,176.4,114080,52
Cherraan College of Technology,Erode,Tier 2,CIVIL,SC,170.0,114080,52
Cherraan College of Technology,Erode,Tier 2,CIVIL,ST,166.6,114080,52
Cherraan College of Technology,Erode,Tier 2,AI & DS,OC,188.4,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & DS,BC,186.0,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & DS,BCM,185.2,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & DS,MBC,183.7,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & DS,SC,179.2,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & DS,ST,173.0,120117,69
Cherraan College of Technology,Erode,Tier 2,AI & ML,OC,188.2,120463,68
Cherraan College of Technology,Erode,Tier 2,AI & ML,BC,186.5,120463,68
Cherraan College of Technology,Erode,Tier 2,AI & ML,BCM,186.0,120463,68
Cherraan College of Technology,Erode,Tier 2,AI & ML,MBC,183.8,120463,68
Cherraan College of Technology,Erode,Tier 2,AI & ML,SC,180.5,120463,68
Cherraan College of Technology,Erode,Tier 2,AI & ML,ST,177.1,120463,68
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,OC,157.9,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,BC,156.0,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,BCM,155.1,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,MBC,153.4,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,SC,148.3,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,CSE,ST,145.7,89729,52
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,OC,155.9,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,BC,154.0,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,BCM,153.2,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,MBC,151.8,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,SC,144.7,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,IT,ST,139.1,89722,51
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,OC,155.4,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,BC,152.5,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,BCM,151.5,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,MBC,148.8,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,SC,143.6,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,ECE,ST,138.1,88805,44
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,OC,153.2,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,BC,151.5,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,BCM,150.6,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,MBC,147.8,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,SC,142.2,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,EEE,ST,141.8,90187,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,OC,153.6,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,BC,151.0,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,BCM,150.2,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,MBC,148.5,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,SC,142.6,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,MECH,ST,139.6,88405,41
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,OC,149.1,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,BC,147.0,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,BCM,146.1,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,MBC,144.8,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,SC,139.7,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,CIVIL,ST,134.6,86519,40
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,OC,157.3,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,BC,155.0,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,BCM,154.3,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,MBC,151.1,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,SC,148.6,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & DS,ST,140.4,91687,50
Chettinad College of Engineering and Technology,Karur,Tier 3,AI & ML,OC,157.0,90580,49
